length,width,height,x,y,z,weight,order
200,150,136,0,0,0,0,0
190,149,136,0,0,0,0,0
27,42,44,0,0,0,2,4
8,24,43,27,0,0,2,3
20,26,45,35,0,0,2,3
18,74,50,57,0,0,2,2
23,61,68,75,0,0,2,2
10,28,29,107,0,0,2,2
12,26,34,117,0,0,2,1
15,25,40,129,0,0,2,1
17,66,69,148,0,0,2,0
15,59,65,165,0,0,2,0
10,35,26,180,0,0,2,0
15,40,23,133,25,0,2,1
24,12,44,27,26,0,2,3
11,20,37,117,26,0,2,1
19,27,45,98,28,0,2,2
9,24,28,180,35,0,2,0
24,49,70,0,42,0,2,4
33,35,57,24,42,0,2,3
15,50,38,100,55,0,2,1
17,27,37,170,59,0,2,0
12,44,31,76,61,0,2,2
12,40,32,88,61,0,2,2
18,22,41,115,55,0,2,1
17,23,37,133,66,0,2,1
20,56,47,150,66,0,2,0
8,25,36,26,77,0,2,3
13,26,40,34,77,0,2,3
27,50,74,49,77,0,2,2
13,28,32,170,86,0,2,0
18,39,22,0,91,0,2,4
13,26,32,30,103,0,2,3
25,20,34,90,105,0,2,2
13,25,41,170,114,0,2,0
12,21,37,18,120,0,2,4
17,19,39,90,125,0,2,2
41,20,60,49,127,0,2,2
13,20,41,30,129,0,2,3
6,15,44,0,130,0,2,4
30,41,43,115,89,0,1,1
8,29,35,18,91,0,1,4
39,18,14,107,130,0,0,1
9,25,38,98,0,0,0,2
17,36,21,0,91,22,1,4
25,10,37,146,139,0,0,0
27,13,33,111,130,14,0,1
14,22,39,76,105,0,1,2
21,35,8,90,103,39,1,2
31,34,9,117,0,40,1,1
22,70,44,27,77,41,1,3
26,42,43,76,61,38,0,2
21,34,10,0,0,44,0,4
9,24,41,18,114,37,0,4
14,38,21,21,0,44,1,3
26,61,51,102,62,47,0,1
11,42,23,105,0,45,0,2
14,45,23,128,48,43,1,1
18,24,34,0,114,44,1,4
40,59,19,147,66,47,0,0
17,40,33,0,0,54,0,4
21,44,11,116,0,49,0,1
26,23,31,0,91,43,0,4
37,31,13,35,0,50,1,2
19,22,42,128,98,43,1,1
42,17,55,90,132,47,0,1
14,24,35,144,125,43,0,0
37,16,23,24,59,57,0,2
17,48,27,131,0,60,1,1
14,18,32,81,103,47,0,2
29,59,68,32,0,65,0,3
13,41,18,17,0,65,0,4
33,15,18,49,127,60,0,2
12,25,41,132,120,47,0,1
22,44,21,83,0,68,1,2
20,41,19,167,0,65,0,0
19,44,14,0,41,70,1,4
32,68,65,150,54,69,0,0
19,54,64,148,0,69,1,0
26,62,63,105,0,68,1,1
18,44,25,131,54,69,1,1
23,47,11,49,75,74,1,2
22,53,60,61,0,68,1,2
33,66,51,48,59,85,1,2
32,65,51,0,69,85,0,4
32,69,49,0,0,87,1,4
54,15,49,32,125,85,0,2
23,46,46,167,0,84,1,0
18,47,44,83,0,89,0,2
15,24,41,131,0,87,0,1
39,22,16,144,122,78,1,0
15,20,40,32,92,85,1,3
19,15,40,0,134,78,0,4
15,67,39,83,47,81,0,2
18,23,38,132,60,94,0,1
25,9,38,19,140,85,0,3
34,70,37,98,62,98,1,1
17,25,37,132,83,94,0,1
16,33,36,32,59,85,0,3
43,19,25,132,122,94,0,0
36,8,24,44,140,85,1,1
12,36,21,131,24,94,1,1
