length,width,height,x,y,z,weight,order
200,150,136,0,0,0,0,0
190,149,136,0,0,0,0,0
27,42,44,0,0,0,2,4
8,24,43,27,0,0,2,3
20,26,45,35,0,0,2,3
18,74,50,57,0,0,2,2
23,61,68,75,0,0,2,2
10,28,29,98,0,0,2,2
12,26,34,108,0,0,2,1
10,35,26,142,0,0,2,0
17,66,69,152,0,0,2,0
15,59,65,169,0,0,2,0
15,23,40,120,19,0,2,1
24,12,44,27,26,0,2,3
19,27,45,98,28,0,2,2
24,49,70,0,42,0,2,4
33,35,57,24,42,0,2,3
18,38,23,129,42,0,0,1
15,50,38,99,55,0,2,1
15,25,40,114,55,0,2,1
9,24,28,169,59,0,2,0
12,44,31,75,61,0,2,2
12,32,40,87,61,0,2,2
20,56,47,147,66,0,2,0
8,36,25,25,77,0,2,3
13,26,40,33,77,0,2,3
27,50,74,48,77,0,2,2
13,32,28,167,83,0,2,0
18,39,22,0,91,0,2,4
13,26,32,33,103,0,2,3
19,17,39,75,105,0,2,2
20,11,37,94,105,0,2,1
18,22,41,109,121,0,2,1
17,23,37,127,121,0,2,1
20,25,34,89,122,0,2,2
17,27,37,144,122,0,2,0
13,25,41,161,122,0,2,0
41,20,60,48,127,0,2,2
13,20,41,27,129,0,2,3
6,15,44,0,130,0,2,4
21,12,37,6,130,0,2,4
30,41,43,114,80,0,1,1
22,19,42,120,0,0,1,1
8,35,29,17,91,22,1,4
9,34,31,129,42,23,1,1
17,36,21,0,91,22,1,4
10,25,37,138,27,26,0,0
14,18,32,89,122,34,0,2
22,70,44,26,77,41,1,3
41,15,24,103,123,41,0,1
26,42,43,75,61,40,0,2
9,41,24,17,0,44,0,4
17,33,40,0,0,44,0,4
15,40,20,26,0,45,1,3
14,39,22,98,0,45,1,2
23,16,37,75,103,39,0,2
26,61,51,103,62,43,0,1
18,24,34,0,114,51,1,4
11,44,21,112,0,45,0,1
40,59,19,144,66,47,0,0
19,20,41,146,128,41,0,0
8,35,21,66,37,50,1,2
26,23,31,0,91,51,0,4
31,37,13,41,0,50,1,2
39,14,18,98,44,54,0,1
14,45,23,129,62,54,1,1
14,24,35,165,125,41,0,0
25,38,9,41,37,57,0,2
21,10,34,0,138,44,0,4
17,27,48,130,0,42,1,1
24,8,36,104,123,65,1,1
29,59,68,32,0,66,0,3
13,41,18,19,0,68,0,4
33,15,18,71,127,66,0,2
21,44,22,83,0,68,1,2
19,44,14,0,33,70,1,4
32,68,65,157,54,69,0,0
19,54,64,148,0,69,1,0
26,62,63,104,0,72,1,1
23,47,11,48,59,74,1,2
23,42,11,48,106,74,0,2
22,53,60,61,0,71,1,2
13,27,33,133,62,77,0,1
12,36,21,129,89,77,1,1
42,17,55,104,132,65,0,1
33,66,51,48,59,85,1,2
32,65,51,0,69,85,0,4
32,69,49,0,0,86,1,4
54,15,49,44,132,85,0,2
16,39,22,141,89,77,1,0
23,46,46,167,0,69,1,0
18,47,44,83,0,90,0,2
18,25,44,130,37,72,1,1
25,19,43,146,128,82,0,0
19,15,40,0,134,85,0,4
15,67,39,81,53,83,0,2
14,21,38,32,92,85,1,3
25,9,38,19,134,85,0,3
16,33,36,32,59,85,0,3
37,70,34,96,62,101,1,1
17,37,25,130,0,90,0,1
12,41,25,133,62,110,0,1
