length,width,height,x,y,z,weight,order
200,150,136,0,0,0,0,0
189,149,136,0,0,0,0,0
27,42,44,0,0,0,2,4
8,24,43,27,0,0,2,3
20,26,45,35,0,0,2,3
18,74,50,57,0,0,2,2
23,61,68,75,0,0,2,2
10,28,29,107,0,0,2,2
17,66,69,147,0,0,2,0
15,65,59,164,0,0,2,0
12,26,34,117,12,0,2,1
15,23,40,129,12,0,2,1
24,12,44,27,26,0,2,3
19,27,45,98,28,0,2,2
24,49,70,0,42,0,2,4
33,35,57,24,42,0,2,3
15,50,38,99,55,0,2,1
15,25,40,114,55,0,2,1
12,44,31,75,61,0,2,2
12,32,40,87,61,0,2,2
13,32,28,176,65,0,2,0
20,56,47,147,66,0,2,0
9,24,28,167,65,0,2,0
8,36,25,24,77,0,2,3
13,26,40,32,77,0,2,3
27,50,74,48,77,0,2,2
24,36,8,114,80,0,1,1
18,39,22,0,91,0,2,4
13,26,32,32,103,0,2,3
17,19,39,75,105,0,2,2
20,11,37,92,105,0,2,1
13,25,41,167,104,0,2,0
18,22,41,109,121,0,2,1
17,23,37,127,121,0,2,1
10,26,35,144,122,0,2,0
20,25,34,89,124,0,2,2
12,21,37,18,126,0,2,4
41,20,60,48,127,0,2,2
13,20,41,30,129,0,2,3
6,15,44,0,130,0,2,4
27,17,37,154,129,0,2,0
21,12,36,117,0,0,1,1
18,25,44,129,42,0,1,1
30,41,43,114,80,8,1,1
9,25,38,98,0,0,0,2
8,35,29,18,91,25,1,4
16,39,22,167,65,28,1,0
17,36,21,0,91,22,1,4
15,24,41,132,121,37,0,1
22,70,44,26,77,41,1,3
19,42,22,128,0,40,1,1
26,42,43,75,61,40,0,2
37,25,10,147,122,41,0,0
11,44,21,117,0,36,0,1
23,18,38,109,123,41,0,1
9,41,24,17,0,44,0,4
14,39,22,98,0,45,1,2
14,18,32,95,123,34,0,2
26,61,51,104,62,51,0,1
18,24,34,0,114,44,1,4
40,59,19,147,66,51,0,0
18,33,15,57,0,50,0,2
17,40,33,0,0,44,0,4
26,23,31,0,91,54,0,4
31,37,13,26,0,45,1,2
25,19,43,147,125,51,0,0
23,16,37,81,103,39,0,2
21,10,34,0,138,44,0,4
31,34,9,112,0,62,1,1
47,11,23,48,131,60,1,2
29,59,68,32,0,65,0,3
14,39,18,130,34,62,0,1
13,41,18,17,0,68,0,4
21,44,22,83,0,68,1,2
20,41,19,166,0,59,0,0
19,44,14,0,41,70,1,4
32,68,65,147,54,70,0,0
19,54,64,147,0,69,1,0
26,62,63,104,0,71,1,1
22,53,60,61,0,68,1,2
35,8,21,81,123,79,1,2
42,17,55,98,132,79,0,1
33,66,51,48,59,83,1,2
32,65,51,0,69,85,0,4
23,42,11,81,53,83,0,2
14,45,23,133,77,78,1,1
32,69,49,0,0,86,1,4
54,15,49,44,132,85,0,2
17,27,48,130,0,71,1,1
23,46,46,166,0,78,1,0
18,47,44,83,0,90,0,2
12,25,41,133,52,80,0,1
15,40,20,32,92,85,1,3
19,15,40,0,134,78,0,4
15,67,39,81,53,94,0,2
25,9,38,19,134,85,0,3
17,25,37,130,27,80,0,1
16,33,36,32,59,85,0,3
24,14,35,147,122,94,0,0
37,70,34,96,62,102,1,1
13,33,27,133,77,101,0,1
14,38,21,32,92,105,1,3
