length,width,height,x,y,z,weight,order
200,150,136,0,0,0,0,0
190,149,136,0,0,0,0,0
27,42,44,0,0,0,2,4
8,24,43,27,0,0,2,3
20,26,45,35,0,0,2,3
18,74,50,57,0,0,2,2
23,61,68,75,0,0,2,2
10,28,29,98,0,0,2,2
11,20,37,108,0,0,2,1
17,66,69,148,0,0,2,0
15,59,65,165,0,0,2,0
9,28,24,180,0,0,2,0
12,26,34,117,20,0,2,1
15,23,40,129,19,0,2,1
24,12,44,27,26,0,2,3
19,27,45,98,28,0,2,2
24,49,70,0,42,0,2,4
33,35,57,24,42,0,2,3
17,23,37,129,42,0,2,1
15,50,38,99,55,0,2,1
15,25,40,114,55,0,2,1
10,26,35,166,59,0,2,0
13,28,32,176,59,0,2,0
12,44,31,75,61,0,2,2
12,40,32,87,61,0,2,2
20,56,47,146,66,0,2,0
8,36,25,24,77,0,2,3
13,26,40,32,77,0,2,3
27,50,74,48,77,0,2,2
30,43,41,114,80,0,1,1
13,25,41,166,87,0,2,0
18,39,22,0,91,0,2,4
13,32,26,32,103,0,2,3
17,19,39,90,105,0,2,2
17,27,37,166,112,0,2,0
20,25,34,89,124,0,2,2
18,22,41,109,123,0,2,1
41,20,60,48,127,0,2,2
21,12,37,0,130,0,2,4
20,13,41,21,135,0,2,3
15,6,44,0,142,0,2,4
22,19,42,119,0,0,1,1
8,24,36,127,123,0,1,1
8,35,29,18,91,25,1,4
15,18,33,75,105,0,0,2
17,36,21,0,91,22,1,4
25,19,43,145,125,37,0,0
22,70,44,26,77,41,1,3
26,42,43,75,61,38,0,2
41,24,15,103,123,41,0,1
9,41,24,17,0,44,0,4
18,14,39,130,48,37,0,1
17,48,27,130,0,42,1,1
26,61,51,104,62,41,0,1
8,35,21,98,0,45,1,2
11,42,23,106,0,45,0,2
18,24,34,0,114,43,1,4
40,59,19,144,66,47,0,0
17,40,33,0,0,44,0,4
26,23,31,0,91,54,0,4
31,37,13,26,0,45,1,2
14,18,32,89,123,39,0,2
42,17,55,103,132,56,0,1
22,14,39,81,103,39,1,2
38,9,25,24,59,57,0,2
21,10,34,0,138,44,0,4
37,16,23,48,127,60,0,2
29,59,68,32,0,58,0,3
14,23,45,130,65,41,1,1
13,33,27,130,88,41,0,1
34,9,31,103,123,56,1,1
13,41,18,17,0,68,0,4
21,44,22,83,0,68,1,2
19,41,20,167,0,65,0,0
19,44,14,0,41,70,1,4
32,68,65,148,54,69,0,0
19,54,64,148,0,69,1,0
26,62,63,104,0,68,1,1
12,21,36,130,0,69,1,1
22,53,60,61,0,68,1,2
39,22,16,145,122,80,1,0
33,66,51,48,59,82,1,2
32,65,51,0,69,85,0,4
18,44,25,130,21,76,1,1
23,47,11,81,53,81,1,2
32,69,49,0,0,86,1,4
54,15,49,46,132,85,0,2
23,46,46,167,0,85,1,0
18,47,44,83,0,90,0,2
15,20,40,32,92,85,1,3
19,15,40,0,134,78,0,4
15,67,39,81,53,92,0,2
14,21,38,32,112,85,1,3
25,9,38,19,134,85,0,3
34,70,37,96,62,92,1,1
25,10,37,145,136,96,0,0
16,33,36,32,59,85,0,3
24,14,35,145,122,96,0,0
17,37,25,130,0,105,0,1
12,41,25,130,88,87,0,1
18,38,23,130,37,101,0,1
44,11,21,100,132,111,0,1
