length,width,height,x,y,z,weight,order
200,150,136,0,0,0,0,0
186,149,136,0,0,0,0,0
27,42,44,0,0,0,2,4
8,24,43,27,0,0,2,3
20,26,45,35,0,0,2,3
18,74,50,57,0,0,2,2
23,61,68,75,0,0,2,2
10,28,29,107,0,0,2,2
12,34,26,117,0,0,2,1
15,23,40,129,0,0,2,1
17,66,69,147,0,0,2,0
15,59,65,164,0,0,2,0
24,12,44,27,26,0,2,3
19,27,45,98,28,0,2,2
24,49,70,0,42,0,2,4
33,35,57,24,42,0,2,3
15,50,38,99,55,0,2,1
15,25,40,114,55,0,2,1
13,28,32,167,59,0,2,0
12,44,31,75,61,0,2,2
12,40,32,87,61,0,2,2
20,56,47,147,66,0,2,0
8,36,25,24,77,0,2,3
13,26,40,32,77,0,2,3
27,50,74,48,77,0,2,2
13,25,41,167,87,0,2,0
18,39,22,0,91,0,2,4
13,26,32,32,103,0,2,3
17,19,39,75,105,0,2,2
20,11,37,92,105,0,2,1
17,27,37,167,112,0,2,0
20,25,34,92,116,0,2,2
18,22,41,112,121,0,2,1
17,23,37,130,121,0,2,1
9,24,28,147,122,0,2,0
12,21,37,18,126,0,2,4
41,20,60,48,127,0,2,2
13,20,41,30,129,0,2,3
6,15,44,0,130,0,2,4
26,10,35,156,139,0,2,0
15,41,24,129,23,0,0,1
30,41,43,114,80,0,1,1
9,25,38,98,0,0,0,2
8,35,29,18,91,25,1,4
18,44,25,129,23,24,1,1
12,41,25,117,0,26,0,1
17,36,21,0,91,22,1,4
8,21,35,107,0,29,1,2
37,25,10,141,122,37,0,0
32,18,14,75,103,39,0,2
22,70,44,26,77,41,1,3
26,42,43,75,61,38,0,2
14,22,39,103,123,41,1,2
18,14,39,117,125,41,0,1
9,41,24,17,0,44,0,4
24,8,36,117,139,41,1,1
26,61,51,107,62,49,0,1
18,24,34,0,114,44,1,4
40,59,19,145,66,49,0,0
12,36,21,133,73,43,1,1
22,42,19,121,0,51,1,1
22,21,44,81,104,53,1,2
17,40,33,0,0,44,0,4
26,23,31,0,91,54,0,4
31,37,13,26,0,45,1,2
23,38,18,98,21,51,0,1
9,31,34,133,42,49,1,1
35,24,14,141,125,47,0,0
47,11,23,24,59,57,1,2
21,10,34,0,138,44,0,4
37,16,23,48,127,60,0,2
29,59,68,32,0,58,0,3
13,41,18,17,0,68,0,4
19,44,14,0,41,70,1,4
32,68,65,147,54,69,0,0
19,54,64,144,0,69,1,0
26,62,63,101,0,70,1,1
11,21,44,133,104,64,0,1
15,33,18,83,0,68,0,2
22,39,16,163,0,69,1,0
19,25,43,144,122,68,0,0
22,53,60,61,0,68,1,2
42,17,55,94,132,80,0,1
33,66,51,48,59,81,1,2
32,65,51,0,69,85,0,4
23,42,11,81,62,81,0,2
32,69,49,0,0,86,1,4
54,15,49,40,132,85,0,2
17,27,48,127,0,70,1,1
23,46,46,163,0,85,1,0
14,23,45,133,81,68,1,1
15,40,20,32,92,85,1,3
18,47,44,83,0,86,0,2
19,15,40,0,134,78,0,4
15,67,39,81,53,97,0,2
21,14,38,19,134,85,1,3
17,25,37,127,27,83,0,1
16,33,36,32,59,85,0,3
37,70,34,96,62,100,1,1
13,27,33,133,54,83,0,1
9,38,25,32,92,105,0,3
41,20,19,136,122,111,0,0
