length,width,height,x,y,z,weight,order
200,150,136,0,0,0,0,0
190,149,136,0,0,0,0,0
27,42,44,0,0,0,2,4
8,24,43,27,0,0,2,3
20,26,45,35,0,0,2,3
18,74,50,57,0,0,2,2
23,61,68,75,0,0,2,2
10,28,29,98,0,0,2,2
11,20,37,108,0,0,2,1
17,66,69,147,0,0,2,0
15,59,65,164,0,0,2,0
15,23,40,129,19,0,2,1
12,34,26,117,20,0,2,1
24,12,44,27,26,0,2,3
19,27,45,98,28,0,2,2
24,49,70,0,42,0,2,4
33,35,57,24,42,0,2,3
17,23,37,129,42,0,2,1
15,50,38,99,55,0,2,1
15,25,40,114,55,0,2,1
13,28,32,164,59,0,2,0
12,44,31,75,61,0,2,2
12,32,40,87,61,0,2,2
20,56,47,144,66,0,2,0
8,36,25,25,77,0,2,3
13,26,40,33,77,0,2,3
27,50,74,48,77,0,2,2
13,25,41,164,87,0,2,0
18,39,22,0,91,0,2,4
13,26,32,33,103,0,2,3
39,17,19,75,105,0,2,2
9,28,24,167,112,0,2,0
18,22,41,109,122,0,2,1
10,26,35,140,122,0,2,0
17,27,37,150,122,0,2,0
20,25,34,89,123,0,2,2
41,20,60,48,127,0,2,2
20,13,41,21,129,0,2,3
21,12,37,0,130,0,2,4
15,6,44,0,142,0,2,4
30,41,43,114,80,0,1,1
22,19,42,119,0,0,1,1
13,27,33,127,121,0,0,1
8,35,29,17,91,22,1,4
15,18,33,75,105,19,0,2
17,36,21,0,91,22,1,4
11,42,23,90,105,34,0,2
36,24,8,101,55,40,1,1
22,70,44,26,77,41,1,3
26,42,43,75,61,40,0,2
17,27,48,130,19,40,1,1
25,19,43,141,125,37,0,0
9,41,24,17,0,44,0,4
17,33,40,0,0,44,0,4
38,23,18,101,123,41,0,1
15,40,20,26,0,45,1,3
26,61,51,103,62,48,0,1
11,44,21,98,0,45,0,1
15,41,24,109,0,45,0,1
18,24,34,0,114,51,1,4
40,59,19,143,66,47,0,0
8,35,21,66,37,50,1,2
14,23,45,129,62,48,1,1
26,23,31,0,91,51,0,4
31,37,13,41,0,50,1,2
39,14,18,98,46,48,0,1
22,14,39,81,103,57,1,2
25,38,9,41,37,57,0,2
21,10,34,0,138,44,0,4
37,16,23,48,127,60,0,2
31,9,34,99,123,59,1,1
29,59,68,32,0,66,0,3
13,41,18,19,0,68,0,4
14,32,18,85,117,60,0,2
21,44,22,83,0,68,1,2
19,41,20,167,0,65,0,0
19,44,14,0,33,70,1,4
32,68,65,148,54,69,0,0
19,54,64,148,0,69,1,0
26,62,63,104,0,69,1,1
23,47,11,48,59,74,1,2
22,53,60,61,0,71,1,2
12,36,21,129,85,43,1,1
42,17,55,99,132,59,0,1
33,66,51,48,59,85,1,2
32,65,51,0,69,85,0,4
32,69,49,0,0,86,1,4
37,25,10,141,122,80,0,0
54,15,49,44,132,85,0,2
23,46,46,167,0,85,1,0
18,47,44,83,0,90,0,2
18,25,44,130,37,88,1,1
19,15,40,0,134,85,0,4
15,67,39,81,53,96,0,2
16,22,39,141,122,90,1,0
14,21,38,32,92,85,1,3
25,9,38,19,134,85,0,3
34,70,37,96,62,99,1,1
16,33,36,32,59,85,0,3
14,24,35,157,122,90,0,0
17,37,25,130,0,88,0,1
12,41,25,130,62,93,0,1
