length,width,height,x,y,z,weight,order
200,150,136,0,0,0,0,0
190,149,136,0,0,0,0,0
27,42,44,0,0,0,2,4
8,24,43,27,0,0,2,3
20,26,45,35,0,0,2,3
18,74,50,57,0,0,2,2
23,61,68,75,0,0,2,2
10,28,29,98,0,0,2,2
12,34,26,117,0,0,2,1
15,23,40,129,0,0,2,1
17,66,69,147,0,0,2,0
15,59,65,164,0,0,2,0
9,24,28,179,0,0,2,0
15,25,40,129,23,0,2,1
10,35,26,179,24,0,2,0
24,12,44,27,26,0,2,3
19,27,45,98,28,0,2,2
11,20,37,117,34,0,2,1
24,49,70,0,42,0,2,4
33,35,57,24,42,0,2,3
15,50,38,99,55,0,2,1
18,22,41,114,55,0,2,1
13,28,32,169,59,0,2,0
12,44,31,75,61,0,2,2
12,32,40,87,61,0,2,2
17,23,37,132,66,0,2,1
20,56,47,149,66,0,2,0
8,25,36,26,77,0,2,3
13,26,40,34,77,0,2,3
27,50,74,48,77,0,2,2
13,25,41,169,87,0,2,0
18,39,22,0,91,0,2,4
13,26,32,26,103,0,2,3
25,20,34,75,105,0,2,2
17,37,27,169,112,0,2,0
17,19,39,93,125,0,2,2
13,20,41,39,127,0,2,3
41,20,60,52,127,0,2,2
21,12,37,0,130,0,2,4
15,6,44,0,142,0,2,4
30,41,43,114,89,0,1,1
22,19,42,114,130,0,1,1
8,35,29,18,91,0,1,4
11,21,44,115,0,26,0,1
17,36,21,0,91,22,1,4
11,23,42,104,0,29,0,2
37,25,10,144,122,27,0,0
11,23,47,75,103,34,1,2
21,35,8,93,103,39,1,2
22,70,44,26,77,41,1,3
19,20,41,147,125,37,0,0
26,42,43,75,61,40,0,2
21,34,10,0,0,44,0,4
15,41,24,127,48,41,0,1
17,48,27,130,0,40,1,1
26,61,51,101,62,47,0,1
14,39,18,127,89,43,0,1
18,24,34,0,114,43,1,4
14,32,18,98,23,45,0,2
40,59,19,146,66,47,0,0
17,40,33,0,0,54,0,4
21,38,14,17,0,54,1,3
26,23,31,0,91,43,0,4
31,37,13,38,0,50,1,2
24,9,41,0,138,44,0,4
42,17,55,93,132,47,0,1
14,22,39,86,103,47,1,2
37,16,23,24,59,57,0,2
14,35,24,167,0,65,0,0
29,59,68,32,0,68,0,3
14,23,45,132,71,65,1,1
34,9,31,100,123,61,1,1
13,41,18,17,0,68,0,4
33,15,18,48,127,60,0,2
21,44,22,83,0,68,1,2
19,44,14,0,41,70,1,4
32,68,65,150,54,69,0,0
19,54,64,148,0,69,1,0
12,25,41,132,94,61,0,1
26,62,63,104,0,71,1,1
18,44,25,130,27,69,1,1
22,53,60,61,0,68,1,2
13,27,33,130,0,67,0,1
12,21,36,135,119,66,1,1
33,66,51,48,59,83,1,2
32,65,51,0,69,85,0,4
32,69,49,0,0,87,1,4
54,15,49,32,125,85,0,2
23,46,46,167,0,89,1,0
18,47,44,83,0,90,0,2
39,16,22,147,122,78,1,0
15,20,40,32,92,85,1,3
19,15,40,0,134,85,0,4
15,67,39,83,47,86,0,2
25,9,38,19,140,85,0,3
25,9,38,44,140,85,0,2
34,70,37,98,62,98,1,1
16,33,36,32,59,85,0,3
17,37,25,130,0,100,0,1
36,8,24,69,140,102,1,1
18,38,23,132,54,110,0,1
43,25,19,132,122,102,0,0
