length,width,height,x,y,z,weight,order
200,150,136,0,0,0,0,0
186,149,136,0,0,0,0,0
27,42,44,0,0,0,2,4
8,24,43,27,0,0,2,3
20,26,45,35,0,0,2,3
18,74,50,57,0,0,2,2
23,61,68,75,0,0,2,2
10,28,29,107,0,0,2,2
11,20,37,117,0,0,2,1
15,23,40,128,0,0,2,1
17,66,69,143,0,0,2,0
9,28,24,160,0,0,2,0
15,59,65,169,0,0,2,0
26,12,34,117,23,0,2,1
24,12,44,27,26,0,2,3
19,27,45,98,28,0,2,2
24,49,70,0,42,0,2,4
33,35,57,24,42,0,2,3
15,50,38,99,55,0,2,1
15,25,40,114,55,0,2,1
13,28,32,164,59,0,2,0
12,44,31,75,61,0,2,2
12,40,32,87,61,0,2,2
20,56,47,144,66,0,2,0
8,36,25,24,77,0,2,3
13,26,40,32,77,0,2,3
27,50,74,48,77,0,2,2
24,36,8,114,80,0,1,1
13,25,41,164,87,0,2,0
18,39,22,0,91,0,2,4
13,26,32,32,103,0,2,3
17,19,39,89,105,0,2,2
17,37,27,164,112,0,2,0
18,22,41,109,121,0,2,1
17,23,37,127,121,0,2,1
10,26,35,144,122,0,2,0
20,25,34,89,124,0,2,2
12,21,37,18,126,0,2,4
41,20,60,48,127,0,2,2
13,20,41,30,129,0,2,3
6,15,44,0,130,0,2,4
23,14,45,117,39,0,1,1
30,41,43,114,80,8,1,1
14,18,32,75,105,0,0,2
12,21,36,129,53,0,1,1
9,25,38,98,0,0,0,2
8,35,29,18,91,25,1,4
10,37,25,164,112,27,0,0
17,36,21,0,91,22,1,4
18,39,14,117,0,40,0,1
15,24,41,127,123,37,0,1
22,70,44,26,77,41,1,3
26,42,43,75,61,38,0,2
14,22,39,102,123,41,1,2
21,22,44,81,104,39,1,2
24,41,9,0,0,44,0,4
44,18,25,98,42,45,1,1
26,61,51,104,62,51,0,1
18,24,34,0,114,44,1,4
40,59,19,144,66,52,0,0
17,40,33,0,0,53,0,4
22,42,19,121,0,54,1,1
26,23,31,0,91,54,0,4
31,37,13,17,0,53,1,2
23,38,18,98,0,54,0,1
47,23,11,24,37,57,1,2
11,21,44,133,101,51,0,1
21,10,34,0,138,44,0,4
37,16,23,48,127,60,0,2
19,43,25,163,0,65,0,0
19,20,41,142,125,37,0,0
29,59,68,32,0,68,0,3
35,21,8,61,0,68,1,2
13,41,18,17,0,68,0,4
19,44,14,0,41,70,1,4
32,68,65,144,54,71,0,0
19,54,64,144,0,69,1,0
26,62,63,101,0,73,1,1
12,41,25,130,27,73,0,1
13,33,27,130,68,51,0,1
22,53,60,61,0,76,1,2
18,33,15,83,0,76,0,2
42,17,55,94,132,80,0,1
33,66,51,48,59,81,1,2
32,65,51,0,69,85,0,4
23,42,11,81,62,81,0,2
32,69,49,0,0,86,1,4
54,15,49,40,132,85,0,2
17,27,48,127,0,73,1,1
23,46,46,163,0,90,1,0
15,40,20,32,92,85,1,3
18,47,44,83,0,91,0,2
19,15,40,0,134,78,0,4
15,67,39,81,53,92,0,2
21,14,38,19,134,85,1,3
17,25,37,127,27,98,0,1
16,33,36,32,59,85,0,3
37,70,34,96,62,102,1,1
9,34,31,133,52,98,1,1
39,22,16,136,122,78,1,0
9,38,25,32,92,105,0,3
35,24,14,136,122,94,0,0
