length,width,height,x,y,z,weight,order
200,150,136,0,0,0,0,0
192,149,136,0,0,0,0,0
27,42,44,0,0,0,2,4
8,24,43,27,0,0,2,3
20,26,45,35,0,0,2,3
18,74,50,57,0,0,2,2
23,61,68,75,0,0,2,2
10,28,29,98,0,0,2,2
12,26,34,108,0,0,2,1
15,25,40,120,0,0,2,1
17,66,69,143,0,0,2,0
15,65,59,160,0,0,2,0
13,25,41,175,0,0,2,0
15,40,23,128,25,0,2,1
24,12,44,27,26,0,2,3
11,37,20,117,26,0,2,1
19,27,45,98,28,0,2,2
24,49,70,0,42,0,2,4
33,35,57,24,42,0,2,3
17,37,27,175,25,0,2,0
12,44,31,76,61,0,2,2
12,32,40,88,61,0,2,2
15,50,38,101,55,0,2,1
18,22,41,116,65,0,2,1
17,23,37,134,66,0,2,1
20,56,47,151,66,0,2,0
8,36,25,26,77,0,2,3
13,26,40,34,77,0,2,3
27,50,74,49,77,0,2,2
10,35,26,171,65,0,2,0
18,39,22,0,91,0,2,4
13,26,32,34,103,0,2,3
25,20,34,76,105,0,2,2
9,28,24,181,62,0,2,0
28,13,32,153,122,0,2,0
17,19,39,95,125,0,2,2
41,20,60,54,127,0,2,2
13,20,41,41,129,0,2,3
21,12,37,0,130,0,2,4
15,6,44,0,142,0,2,4
20,15,40,21,129,0,1,3
41,12,25,112,130,0,0,1
30,41,43,116,89,0,1,1
8,29,35,18,91,0,1,4
17,36,21,0,91,22,1,4
39,14,18,112,130,25,0,1
35,21,8,76,103,38,1,2
22,70,44,27,77,41,1,3
26,42,43,76,61,40,0,2
9,24,41,18,122,40,0,4
17,48,27,123,0,40,1,1
22,14,39,76,103,46,1,2
17,33,40,0,0,44,0,4
14,38,21,27,0,45,1,3
11,42,23,98,0,45,0,2
10,34,21,17,0,44,0,4
36,12,21,98,48,45,1,1
26,61,51,102,62,46,0,1
16,39,22,175,0,41,1,0
59,40,19,128,66,47,0,0
24,36,8,128,106,47,1,1
14,45,23,109,0,45,1,1
18,24,34,0,122,44,1,4
31,37,13,41,0,50,1,2
55,17,42,96,123,55,0,1
25,17,37,128,106,55,0,1
33,18,15,49,127,60,0,2
37,16,23,24,59,57,0,2
26,31,23,0,91,43,0,4
29,59,68,32,0,66,0,3
13,41,18,17,0,66,0,4
18,44,25,130,54,69,1,1
21,44,22,83,0,68,1,2
37,10,25,151,136,55,0,0
25,43,19,160,0,63,0,0
19,44,14,0,41,70,1,4
32,68,65,154,54,69,0,0
35,14,24,153,122,32,0,0
19,54,64,141,0,69,1,0
26,62,63,104,0,68,1,1
22,53,60,61,0,68,1,2
47,23,11,49,125,75,1,2
33,66,51,48,59,85,1,2
32,65,51,0,69,85,0,4
32,69,49,0,0,84,1,4
54,15,49,32,125,86,0,2
23,46,46,160,0,82,1,0
18,47,44,83,0,90,0,2
11,21,44,130,0,67,0,1
22,19,42,132,81,94,1,1
20,19,41,153,122,80,0,0
19,15,40,0,134,81,0,4
15,67,39,83,47,85,0,2
9,25,38,32,92,85,0,3
18,23,38,132,100,92,0,1
34,70,37,98,62,97,1,1
16,33,36,32,59,85,0,3
9,31,34,130,21,67,1,1
13,27,33,132,54,94,0,1
18,14,32,86,132,97,0,2
38,9,25,19,140,86,0,2
41,15,24,104,132,97,0,1
